CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JD393355,10/08/2020 10:00:00 PM,032XX N ELSTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1733,33,11,1156816,1921327,41.939897744,-87.699060353,"(41.939897744, -87.699060353)"
JD393226,10/08/2020 08:06:00 PM,079XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,N,612,21,08B,1167710,1852264,41.750154295,-87.661008708,"(41.750154295, -87.661008708)"
JD392621,10/08/2020 11:40:00 AM,015XX S KEDZIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,1022,24,08B,1155274,1892446,41.860676824,-87.705504512,"(41.860676824, -87.705504512)"
JD392946,10/08/2020 03:35:00 PM,050XX W DIVISION ST,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,1531,37,06,1142328,1907517,41.902283468,-87.752652483,"(41.902283468, -87.752652483)"
JE128785,02/01/2021 02:20:00 AM,039XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,STREET,N,N,214,4,08A,1182257,1879204,41.823755781,-87.606868273,"(41.823755781, -87.606868273)"
JD392813,10/08/2020 01:57:00 PM,050XX N CLARK ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,N,N,2033,47,08A,1165131,1933768,41.973863503,-87.668145268,"(41.973863503, -87.668145268)"
JE132563,02/01/2021 12:00:00 PM,076XX S KINGSTON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,421,7,11,1194521,1854723,41.756285081,-87.562681923,"(41.756285081, -87.562681923)"
JE128917,02/01/2021 03:00:00 AM,073XX S CHAMPLAIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,323,6,14,1181833,1856563,41.761636716,-87.609123475,"(41.761636716, -87.609123475)"
JD397316,09/01/2020 09:00:00 PM,041XX W NELSON ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2523,31,06,1147999,1919951,41.936296325,-87.731501307,"(41.936296325, -87.731501307)"
JE130847,02/01/2021 10:00:00 AM,097XX S WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2213,19,07,1162091,1840033,41.716709137,-87.681938527,"(41.716709137, -87.681938527)"
JE129493,02/01/2021 04:00:00 PM,012XX W 88TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,DRIVEWAY - RESIDENTIAL,N,N,2222,21,14,1169387,1846421,41.734084165,-87.655032201,"(41.734084165, -87.655032201)"
JD396678,09/22/2020 06:00:00 AM,002XX W 19TH ST,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,RESIDENCE - YARD (FRONT / BACK),N,N,914,25,26,1175112,1891120,41.856617023,-87.632723945,"(41.856617023, -87.632723945)"
JD393388,10/08/2020 11:55:00 PM,032XX N LAMON AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,SIDEWALK,Y,N,1634,31,14,1143136,1920935,41.939088803,-87.749348903,"(41.939088803, -87.749348903)"
JD392625,10/08/2020 03:21:00 AM,012XX W 97TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2213,21,08B,1169792,1840606,41.718118187,-87.653716662,"(41.718118187, -87.653716662)"
JD392398,10/08/2020 06:14:00 AM,005XX E 80TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,Y,624,6,04A,1181414,1852085,41.749358275,-87.610796975,"(41.749358275, -87.610796975)"
JD393542,10/08/2020 06:00:00 PM,052XX N BERNARD ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1712,39,06,1152447,1934508,41.976154891,-87.714768176,"(41.976154891, -87.714768176)"
JD393482,10/08/2020 07:00:00 PM,038XX W 61ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,823,23,14,1151776,1863879,41.782354575,-87.719094596,"(41.782354575, -87.719094596)"
JD393664,10/08/2020 02:00:00 PM,031XX W ROOSEVELT RD,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,1022,24,06,1155464,1894540,41.866419172,-87.704750783,"(41.866419172, -87.704750783)"
JD397072,10/02/2020 12:01:00 AM,038XX W ARTHINGTON ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,1133,24,11,1150870,1895759,41.869855317,-87.721584027,"(41.869855317, -87.721584027)"
JD392554,10/08/2020 10:24:00 AM,056XX W MADISON ST,0560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1513,29,08A,1138934,1899461,41.88023916,-87.765315233,"(41.88023916, -87.765315233)"
JD394216,10/08/2020 09:30:00 PM,030XX N KEATING AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,2521,31,08A,1144189,1919854,41.936102689,-87.745506048,"(41.936102689, -87.745506048)"
JE129214,02/01/2021 01:31:00 PM,030XX W CERMAK RD,0460,BATTERY,SIMPLE,STREET,Y,N,1022,24,08B,1156214,1889221,41.851808154,-87.702141,"(41.851808154, -87.702141)"
JD394979,10/06/2020 08:00:00 AM,035XX W 38TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,911,12,11,1153461,1879174,41.824293021,-87.712511811,"(41.824293021, -87.712511811)"
JD392972,10/08/2020 04:22:00 PM,040XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1132,28,14,1149605,1898383,41.877080518,-87.726160106,"(41.877080518, -87.726160106)"
JD393171,10/08/2020 07:31:00 PM,012XX S LAWNDALE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,N,N,1011,24,04B,1151902,1894218,41.865606394,-87.717835788,"(41.865606394, -87.717835788)"
JE129161,02/01/2021 09:00:00 AM,009XX W 79TH ST,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,621,17,08A,1171570,1852457,41.750600272,-87.646858318,"(41.750600272, -87.646858318)"
JD392811,10/08/2020 02:09:00 PM,027XX W 15TH ST,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING / GROUNDS,N,N,1023,28,06,1158464,1892617,41.861081457,-87.693790049,"(41.861081457, -87.693790049)"
JD317985,08/01/2020 11:39:00 PM,072XX S WESTERN AVE,041A,BATTERY,AGGRAVATED - HANDGUN,GAS STATION,Y,N,832,18,04B,1161626,1856687,41.762419957,-87.683180808,"(41.762419957, -87.683180808)"
JD393083,10/08/2020 05:45:00 PM,043XX N CICERO AVE,0810,THEFT,OVER $500,RESTAURANT,N,N,1624,45,06,1143589,1928359,41.95945244,-87.747497487,"(41.95945244, -87.747497487)"
JD392908,10/08/2020 03:20:00 PM,056XX W DIVISION ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,N,N,2531,29,11,1138706,1907441,41.902141421,-87.765958681,"(41.902141421, -87.765958681)"
JD392728,10/08/2020 12:00:00 PM,131XX S BALTIMORE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,433,10,26,1199094,1818409,41.65652257,-87.547138201,"(41.65652257, -87.547138201)"
JD392902,10/08/2020 03:00:00 PM,045XX S PAULINA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,924,15,08B,1165769,1874558,41.811373283,-87.667488818,"(41.811373283, -87.667488818)"
JD392370,10/08/2020 02:45:00 AM,0000X N PARKSIDE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1513,29,07,1138597,1899869,41.881364879,-87.766542785,"(41.881364879, -87.766542785)"
JD393704,10/08/2020 06:00:00 PM,066XX S GREENWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,321,5,07,1184360,1861236,41.774401114,-87.599715793,"(41.774401114, -87.599715793)"
JD392792,10/08/2020 01:30:00 PM,060XX W CORNELIA AVE,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,Y,N,1633,36,18,1135564,1922650,41.943933121,-87.777137543,"(41.943933121, -87.777137543)"
JD392915,10/08/2020 03:31:00 PM,070XX S SANGAMON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,733,6,11,1171190,1858171,41.766288528,-87.648084026,"(41.766288528, -87.648084026)"
JD392851,10/08/2020 12:42:00 PM,003XX E 48TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,224,3,06,1179084,1873264,41.807528961,-87.618689997,"(41.807528961, -87.618689997)"
JD393206,10/08/2020 07:30:00 PM,059XX N WESTERN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,AUTO / BOAT / RV DEALERSHIP,N,N,2011,40,11,1159243,1939449,41.989575829,-87.689639993,"(41.989575829, -87.689639993)"
JD393169,10/08/2020 05:27:00 PM,016XX N OAK PARK AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,2513,29,26,1130834,1910165,41.909755664,-87.7948114,"(41.909755664, -87.7948114)"
JD393071,10/08/2020 05:37:00 PM,009XX N LOCKWOOD AVE,0460,BATTERY,SIMPLE,SIDEWALK,Y,N,1524,37,08B,1140850,1905836,41.897697931,-87.758122876,"(41.897697931, -87.758122876)"
JD392916,10/08/2020 03:00:00 PM,052XX S JUSTINE ST,0650,BURGLARY,HOME INVASION,RESIDENCE,N,Y,934,16,05,1166895,1869930,41.79864951,-87.663491015,"(41.79864951, -87.663491015)"
JD393007,10/08/2020 02:50:00 PM,033XX W BRYN MAWR AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,N,1712,39,26,1153225,1937020,41.98303251,-87.711840124,"(41.98303251, -87.711840124)"
JD393276,10/08/2020 07:54:00 PM,031XX W PRATT BLVD,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,SCHOOL - PRIVATE BUILDING,N,N,2412,50,24,1154134,1944915,42.004678619,-87.708285058,"(42.004678619, -87.708285058)"
JD392737,10/06/2020 12:01:00 AM,007XX W MARQUETTE RD,0330,ROBBERY,AGGRAVATED,SIDEWALK,N,N,723,6,03,1172545,1860445,41.772498926,-87.643050574,"(41.772498926, -87.643050574)"
JD393149,10/08/2020 06:54:00 PM,049XX N LINCOLN AVE,0460,BATTERY,SIMPLE,BAR OR TAVERN,N,N,2031,40,08B,1159159,1932715,41.971099166,-87.69013495,"(41.971099166, -87.69013495)"
JD393267,10/08/2020 03:45:00 PM,051XX S LOWE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,935,3,11,1172841,1870762,41.800803388,-87.641661284,"(41.800803388, -87.641661284)"
JD393301,10/08/2020 09:53:00 PM,057XX S BISHOP ST,0460,BATTERY,SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,N,713,16,08B,1167647,1866595,41.789481764,-87.660828946,"(41.789481764, -87.660828946)"
JD393187,10/08/2020 07:00:00 PM,029XX W FULTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,N,N,1222,27,14,1156638,1901864,41.886493289,-87.700242574,"(41.886493289, -87.700242574)"
JD393453,10/08/2020 12:00:00 AM,005XX S LOCKWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1522,29,06,1141095,1897060,41.873610986,-87.757439323,"(41.873610986, -87.757439323)"
JD392656,10/08/2020 11:59:00 AM,006XX E 72ND ST,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,N,N,323,6,04B,1181658,1857416,41.763981476,-87.609738562,"(41.763981476, -87.609738562)"
JD392349,10/08/2020 01:35:00 AM,012XX E 71ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,N,324,5,08B,1185754,1858185,41.765996151,-87.594701749,"(41.765996151, -87.594701749)"
JD389017,10/05/2020 03:31:00 AM,006XX W HARRISON ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",OTHER COMMERCIAL TRANSPORTATION,Y,N,124,25,08B,1172257,1897564,41.874363279,-87.643013039,"(41.874363279, -87.643013039)"
JD393116,10/08/2020 05:51:00 PM,071XX S CHAMPLAIN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,Y,N,323,6,15,1181800,1857797,41.7650237,-87.609206348,"(41.7650237, -87.609206348)"
JE128976,02/01/2021 10:00:00 AM,001XX E 118TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,532,9,08B,1179286,1826423,41.678987141,-87.619374506,"(41.678987141, -87.619374506)"
JD392896,10/08/2020 02:57:00 PM,028XX S TRUMBULL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,Y,N,1032,22,15,1153827,1884976,41.840207178,-87.71101486,"(41.840207178, -87.71101486)"
JD393313,10/08/2020 09:04:00 PM,013XX W 72ND PL,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,N,Y,734,6,04B,1168569,1856687,41.762273137,-87.657733666,"(41.762273137, -87.657733666)"
JD393569,10/08/2020 04:00:00 PM,011XX S CENTRAL PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1133,24,14,1152552,1894704,41.86692722,-87.715436748,"(41.86692722, -87.715436748)"
JE129729,02/01/2021 09:00:00 PM,044XX W IOWA ST,0560,ASSAULT,SIMPLE,STREET,N,N,1111,37,08A,1146565,1905628,41.897020093,-87.737137387,"(41.897020093, -87.737137387)"
JD394021,10/08/2020 02:24:00 PM,0000X E GRAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1834,42,06,1176796,1903917,41.891694878,-87.626155832,"(41.891694878, -87.626155832)"
JD393883,10/08/2020 02:00:00 PM,002XX W 24TH ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,914,25,07,1175044,1888395,41.849140945,-87.633055109,"(41.849140945, -87.633055109)"
JD393294,10/08/2020 08:00:00 PM,070XX N ASHLAND BLVD,0820,THEFT,$500 AND UNDER,PARK PROPERTY,N,N,2423,49,06,1164500,1946803,42.009645332,-87.670094384,"(42.009645332, -87.670094384)"
JD392964,10/08/2020 01:00:00 PM,0000X E MONROE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,112,42,07,1177003,1899949,41.880801792,-87.625515824,"(41.880801792, -87.625515824)"
JD396636,10/08/2020 08:30:00 PM,007XX W HUBBARD ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1214,27,06,1171251,1903291,41.890100695,-87.646538319,"(41.890100695, -87.646538319)"
JE129447,02/01/2021 04:00:00 PM,040XX W VAN BUREN ST,0870,THEFT,POCKET-PICKING,SIDEWALK,N,N,1132,28,06,1149627,1897720,41.875260744,-87.726096551,"(41.875260744, -87.726096551)"
JD396619,10/08/2020 09:00:00 PM,004XX W Surf St,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1934,44,06,1172755,1919419,41.93432356,-87.640536576,"(41.93432356, -87.640536576)"
JD396744,10/08/2020 11:50:00 AM,002XX E DELAWARE PL,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,N,N,1833,2,11,1178052,1906681,41.899250923,-87.62145895,"(41.899250923, -87.62145895)"
JD396740,10/08/2020 12:00:00 AM,013XX W Barry Ave,0820,THEFT,$500 AND UNDER,STREET,N,N,1933,32,06,1166779,1920698,41.937963615,-87.662461412,"(41.937963615, -87.662461412)"
JE129412,02/01/2021 12:04:00 PM,027XX S KEELER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1031,22,11,1148828,1885518,41.841792426,-87.729345347,"(41.841792426, -87.729345347)"
JE128784,02/01/2021 03:03:00 AM,039XX N CICERO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,N,N,1731,45,14,1143669,1925570,41.951797683,-87.74727349,"(41.951797683, -87.74727349)"
JD392820,10/08/2020 01:40:00 PM,119XX S EGGLESTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,522,34,08B,1175446,1825683,41.677042924,-87.63345239,"(41.677042924, -87.63345239)"
JD392347,10/08/2020 12:41:00 AM,018XX E 95TH ST,0560,ASSAULT,SIMPLE,STREET,N,N,413,8,08A,1189958,1842338,41.722410409,-87.579801505,"(41.722410409, -87.579801505)"
JE128812,02/01/2021 06:06:00 AM,017XX W POLK ST,0460,BATTERY,SIMPLE,CTA TRAIN,N,N,1231,27,08B,1164894,1896489,41.871572705,-87.670077068,"(41.871572705, -87.670077068)"
JD397346,09/29/2020 04:01:00 PM,016XX W 93RD ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,2221,21,11,1166890,1843023,41.72481318,-87.664276815,"(41.72481318, -87.664276815)"
JD392630,10/08/2020 11:30:00 AM,079XX S ASHLAND AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,611,21,03,1167051,1852166,41.749899475,-87.663426378,"(41.749899475, -87.663426378)"
JD392829,10/08/2020 02:08:00 PM,047XX S WOOD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,N,N,931,15,14,1165149,1873165,41.80756389,-87.669802392,"(41.80756389, -87.669802392)"
JE129339,02/01/2021 03:10:00 PM,018XX N KIMBALL AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,1422,1,08A,1153411,1912033,41.914462703,-87.711822437,"(41.914462703, -87.711822437)"
JD396938,09/18/2020 12:01:00 AM,032XX N NARRAGANSETT AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE,N,N,1633,36,17,1133134,1921051,41.939588208,-87.786106792,"(41.939588208, -87.786106792)"
JD392819,10/08/2020 01:40:00 PM,061XX S WESTERN AVE,0460,BATTERY,SIMPLE,RESTAURANT,N,N,825,16,08B,1161422,1863949,41.782352136,-87.683727462,"(41.782352136, -87.683727462)"
JD393306,10/08/2020 10:02:00 PM,073XX S PEORIA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,733,17,08B,1171574,1856252,41.761014151,-87.646732673,"(41.761014151, -87.646732673)"
JD393070,10/08/2020 05:18:00 PM,053XX W VAN BUREN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,1522,29,08A,1140817,1897493,41.874804308,-87.758449369,"(41.874804308, -87.758449369)"
JE131693,02/01/2021 01:00:00 PM,005XX W FULLERTON PKWY,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SIDEWALK,N,N,1812,43,10,1172374,1916223,41.925562043,-87.642031434,"(41.925562043, -87.642031434)"
JD393068,10/08/2020 04:05:00 PM,029XX E 78TH ST,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,421,7,04B,1196989,1853921,41.754023313,-87.553664045,"(41.754023313, -87.553664045)"
JE130222,02/01/2021 03:00:00 PM,036XX N LONG AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1633,36,11,1139708,1923845,41.947137521,-87.761876582,"(41.947137521, -87.761876582)"
JE129802,02/01/2021 01:00:00 PM,006XX E MARQUETTE RD,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,N,Y,321,20,04B,1181512,1861388,41.77488441,-87.610151271,"(41.77488441, -87.610151271)"
JE128802,02/01/2021 04:56:00 AM,035XX N LINCOLN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,N,N,1922,47,05,1163870,1923601,41.945991574,-87.673070358,"(41.945991574, -87.673070358)"
JD363726,09/11/2020 12:00:00 PM,079XX S STONY ISLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA BUS STOP,N,Y,411,8,08B,1188223,1852840,41.751270452,-87.585822373,"(41.751270452, -87.585822373)"
JD364427,09/11/2020 10:00:00 AM,055XX W DIVERSEY AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2514,30,05,1138999,1918068,41.931297786,-87.764623585,"(41.931297786, -87.764623585)"
JD363716,09/11/2020 11:39:00 AM,004XX E 60TH ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,PARK PROPERTY,N,Y,233,20,20,1180203,1865325,41.785718028,-87.614829237,"(41.785718028, -87.614829237)"
JD364396,09/11/2020 11:30:00 PM,006XX W 49TH ST,051B,ASSAULT,AGGRAVATED - OTHER FIREARM,STREET,N,N,935,11,04A,1172926,1872398,41.805290862,-87.641301255,"(41.805290862, -87.641301255)"
JD357845,09/05/2020 05:35:00 PM,072XX S COLES AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,APARTMENT,Y,N,334,7,03,1194354,1857791,41.764708006,-87.563193271,"(41.764708006, -87.563193271)"
JD364343,09/11/2020 03:00:00 PM,063XX N PULASKI RD,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,N,1711,39,08A,1148552,1941737,41.996068,-87.728904129,"(41.996068, -87.728904129)"
JD368333,09/07/2020 11:00:00 AM,031XX N CLIFTON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,APARTMENT,N,N,1933,44,11,1168070,1920955,41.938641014,-87.65770931,"(41.938641014, -87.65770931)"
JD364179,09/11/2020 06:40:00 PM,046XX S WOOD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,924,15,08B,1165128,1873903,41.809589492,-87.669858518,"(41.809589492, -87.669858518)"
JD363803,09/11/2020 01:15:00 PM,0000X S HALSTED ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1232,27,06,1171057,1900105,41.88136236,-87.647344302,"(41.88136236, -87.647344302)"
JD363480,09/11/2020 02:00:00 AM,020XX N LAWLER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2522,36,14,1142419,1913131,41.917687211,-87.752178504,"(41.917687211, -87.752178504)"
JD372421,09/15/2020 10:55:00 AM,056XX S GREEN ST,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,712,20,06,1171600,1867481,41.791827281,-87.646308595,"(41.791827281, -87.646308595)"
JD361465,09/09/2020 10:00:00 AM,030XX W LEXINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1134,28,08B,1156317,1896547,41.871909407,-87.701565099,"(41.871909407, -87.701565099)"
JD368891,09/16/2020 09:30:00 AM,062XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,311,20,06,1178263,1863570,41.780946398,-87.621995369,"(41.780946398, -87.621995369)"
JD371230,09/01/2020 12:00:00 AM,015XX W CORTEZ ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,N,N,1213,27,14,1165856,1907088,41.900636722,-87.666242698,"(41.900636722, -87.666242698)"
JD368902,09/16/2020 09:30:00 AM,001XX W DIVISION ST,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,1824,27,08A,1175219,1908350,41.903894777,-87.631814251,"(41.903894777, -87.631814251)"
JD373168,09/11/2020 07:00:00 PM,047XX N HERMITAGE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,1912,47,26,1163944,1931552,41.96780792,-87.672573016,"(41.96780792, -87.672573016)"
JD371263,09/15/2020 09:00:00 AM,083XX S LA SALLE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,622,21,11,1176731,1849598,41.742640277,-87.628031944,"(41.742640277, -87.628031944)"
JD364912,09/12/2020 01:20:00 PM,119XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,532,9,08A,1178983,1825922,41.677619207,-87.620498773,"(41.677619207, -87.620498773)"
JD368674,09/16/2020 02:40:00 AM,003XX S CAMPBELL AVE,0330,ROBBERY,AGGRAVATED,STREET,N,N,1125,27,03,1159793,1898430,41.877005624,-87.688751329,"(41.877005624, -87.688751329)"
JD372774,09/15/2020 12:00:00 PM,078XX S WOLCOTT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,611,17,11,1165054,1852625,41.751201471,-87.670731314,"(41.751201471, -87.670731314)"
JD363915,09/11/2020 03:00:00 PM,063XX N NAGLE AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,1611,39,04B,1132636,1941981,41.997030906,-87.787446998,"(41.997030906, -87.787446998)"
JD363465,09/11/2020 08:20:00 AM,008XX E 79TH ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,GAS STATION,Y,N,624,8,04A,1183364,1852811,41.751305337,-87.603628907,"(41.751305337, -87.603628907)"
JD364292,09/11/2020 08:45:00 PM,012XX S SAWYER AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,1022,24,04A,1154891,1894243,41.865615666,-87.706862288,"(41.865615666, -87.706862288)"
JD363591,09/11/2020 09:45:00 AM,005XX N AVERS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,N,N,1122,37,14,1150625,1903379,41.890770218,-87.722284319,"(41.890770218, -87.722284319)"
JD368068,08/10/2020 05:30:00 AM,041XX N MONTICELLO AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,1723,35,05,1151315,1927336,41.956496802,-87.719120084,"(41.956496802, -87.719120084)"
JD364354,09/11/2020 10:25:00 PM,019XX W HOWARD ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,Y,2424,49,06,1161853,1950352,42.019439727,-87.679733832,"(42.019439727, -87.679733832)"
JD365741,09/11/2020 10:00:00 AM,012XX W 14th st,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1233,25,06,1168391,1893542,41.863411035,-87.657323467,"(41.863411035, -87.657323467)"
JD364863,09/11/2020 12:00:00 PM,003XX S CALIFORNIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1125,27,14,1157774,1898236,41.876514638,-87.696169804,"(41.876514638, -87.696169804)"
JD363983,09/11/2020 02:45:00 AM,043XX W CRYSTAL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2534,37,08B,1147151,1907971,41.90343834,-87.734925049,"(41.90343834, -87.734925049)"
JD368293,08/28/2020 11:00:00 AM,024XX W CONGRESS PKWY,0810,THEFT,OVER $500,SCHOOL - PUBLIC BUILDING,N,N,1135,28,06,1160408,1897703,41.874997972,-87.686513346,"(41.874997972, -87.686513346)"
JE106166,01/07/2021 03:45:00 PM,034XX W DIVERSEY AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,N,N,1412,35,06,1153043,1918407,41.931960805,-87.71300502,"(41.931960805, -87.71300502)"
